sentence,chapter
"You must allow me to tell you how ardently I admire and love you.""",34
Elizabeth's astonishment was beyond expression.,34
"She stared, coloured, doubted, and was silent.",34
"This he considered sufficient encouragement, and the avowal of all that he felt and had long felt for her, immediately followed.",34
"He spoke well, but there were feelings besides those of the heart to be detailed, and he was not more eloquent on the subject of tenderness than of pride.",34
"His sense of her inferiority--of its being a degradation--of the family obstacles which judgment had always opposed to inclination, were dwelt on with a warmth which seemed due to the consequence he was wounding, but was very unlikely to recommend his suit.",34
"In spite of her deeply-rooted dislike, she could not be insensible to the compliment of such a man's affection, and though her intentions did not vary for an instant, she was at first sorry for the pain he was to receive; till, roused to resentment by his subsequent language, she lost all compassion in anger.",34
"She tried, however, to compose herself to answer him with patience, when he should have done.",34
"He concluded with representing to her the strength of that attachment which, in spite of all his endeavours, he had found impossible to conquer; and with expressing his hope that it would now be rewarded by her acceptance of his hand.",34
"As he said this, she could easily see that he had no doubt of a favourable answer.",34
"He _spoke_ of apprehension and anxiety, but his countenance expressed real security.",34
"Such a circumstance could only exasperate farther, and when he ceased, the colour rose into her cheeks, and she said,  ""In such cases as this, it is, I believe, the established mode to express a sense of obligation for the sentiments avowed, however unequally they may be returned.",34
"It is natural that obligation should be felt, and if I could _feel_ gratitude, I would now thank you.",34
"But I cannot--I have never desired your good opinion, and you have certainly bestowed it most unwillingly.",34
I am sorry to have occasioned pain to any one.,34
"It has been most unconsciously done, however, and I hope will be of short duration.",34
"The feelings which, you tell me, have long prevented the acknowledgment of your regard, can have little difficulty in overcoming it after this explanation.""",34
"Mr. Darcy, who was leaning against the mantle-piece with his eyes fixed on her face, seemed to catch her words with no less resentment than surprise.",34
"His complexion became pale with anger, and the disturbance of his mind was visible in every feature.",34
"He was struggling for the appearance of composure, and would not open his lips, till he believed himself to have attained it.",34
The pause was to Elizabeth's feelings dreadful.,34
"At length, in a voice of forced calmness, he said,  ""And this is all the reply which I am to have the honour of expecting!",34
"I might, perhaps, wish to be informed why, with so little _endeavour_ at civility, I am thus rejected.",34
"But it is of small importance.""",34
"""I might as well enquire,"" replied she, ""why with so evident a design of offending and insulting me, you chose to tell me that you liked me against your will, against your reason, and even against your character?",34
"Was not this some excuse for incivility, if I _was_ uncivil?",34
But I have other provocations.,34
You know I have.,34
"Had not my own feelings decided against you, had they been indifferent, or had they even been favourable, do you think that any consideration would tempt me to accept the man, who has been the means of ruining, perhaps for ever, the happiness of a most beloved sister?""",34
"As she pronounced these words, Mr. Darcy changed colour; but the emotion was short, and he listened without attempting to interrupt her while she continued.",34
"""I have every reason in the world to think ill of you.",34
No motive can excuse the unjust and ungenerous part you acted _there_.,34
"You dare not, you cannot deny that you have been the principal, if not the only means of dividing them from each other, of exposing one to the censure of the world for caprice and instability, the other to its derision for disappointed hopes, and involving them both in misery of the acutest kind.""",34
